x,y_below_zero,y_above_zero,past_zero_tick
0.1,-2.30258509299405,,
0.25,-1.38629436111989,,
0.4,-0.916290731874155,,
0.55,-0.59783700075562,,
0.7,-0.356674943938732,,
0.85,-0.162518929497775,,
1,-1.11022302462516E-16,,
1.15,,0.139761942375159,1
1.3,,0.262364264467491,
1.45,,0.371563556432483,
1.6,,0.470003629245736,
1.75,,0.559615787935423,
1.9,,0.641853886172395,
2.05,,0.717839793150317,
2.2,,0.78845736036427,
2.35,,0.854415328156068,
2.5,,0.916290731874155,
2.65,,0.974559639998131,
2.8,,1.02961941718116,
2.95,,1.08180517035173,
3.1,,1.1314021114911,
3.25,,1.17865499634165,
3.4,,1.22377543162212,
3.55,,1.26694760348732,
3.7,,1.30833281965018,
3.85,,1.34807314829969,
4,,1.38629436111989,
4.15,,1.42310833424261,
4.3,,1.45861502269952,
4.45,,1.49290409617815,
4.6,,1.52605630349505,
4.75,,1.55814461804655,
4.9,,1.58923520511658,
5.05,,1.61938824328727,
5.2,,1.64865862558738,
5.35,,1.67709656090792,
5.5,,1.70474809223843,
5.65,,1.73165554515835,
5.8,,1.75785791755237,
5.95,,1.78339121955754,
6.1,,1.80828877117927,
6.25,,1.83258146374831,
6.4,,1.85629799036563,
6.55,,1.87946504964716,
6.7,,1.90210752639692,
6.85,,1.92424865227413,
7,,1.94591014905531,
7.15,,1.96711235670592,
7.3,,1.98787434815435,
7.45,,2.00821403239147,
7.6,,2.02814824729229,
7.75,,2.04769284336526,
7.9,,2.06686275947298,
8.05,,2.08567209143047,
8.2,,2.10413415427021,
8.35,,2.12226153886276,
8.5,,2.14006616349627,
8.65,,2.15755932094379,
8.8,,2.17475172148416,
8.95,,2.19165353228676,
9.1,,2.2082744135228,
9.25,,2.22462355152433,
9.4,,2.24070968927596,
9.55,,2.25654115449264,
9.7,,2.27212588550934,
9.85,,2.287471455184,
10,,2.30258509299405,
10.15,,2.3174737054878,
10.3,,2.33214389523559,
10.45,,2.34660197841082,
10.6,,2.36085400111802,
10.75,,2.37490575457367,
10.9,,2.3887627892351,
11.05,,2.40243042796376,
11.2,,2.41591377830105,
11.35,,2.42921774392741,
11.5,,2.4423470353692,
11.65,,2.45530618001171,
11.8,,2.46809953147162,
11.95,,2.48073127837752,
12.1,,2.4932054526027,
12.25,,2.50552593699074,
12.4,,2.51769647261099,
12.55,,2.52972066557779,
12.7,,2.54160199346455,
12.85,,2.55334381134123,
13,,2.56494935746154,
13.15,,2.57642175862377,
13.3,,2.58776403522771,
13.45,,2.59897910604785,
13.6,,2.61006979274201,
13.75,,2.62103882411258,
13.9,,2.63188884013665,
14.05,,2.64262239577975,
14.2,,2.65324196460721,
14.35,,2.66374994220563,
14.5,,2.67414864942653,
14.65,,2.68444033546308,
14.8,,2.69462718077007,
14.95,,2.7047112998367,
15.1,,2.71469474382088,
15.25,,2.72457950305342,
15.4,,2.73436750941958,
15.55,,2.74406063862524,
15.7,,2.75366071235426,
15.85,,2.76316950032329,
16,,2.77258872223978,
16.15,,2.78192004966867,
16.3,,2.79116510781272,
16.45,,2.80032547721138,
16.6,,2.8094026953625,
16.75,,2.81839825827108,
16.9,,2.82731362192903,
17.05,,2.83615020372953,
17.2,,2.84490938381941,
17.35,,2.85359250639287,
17.5,,2.86220088092947,
17.65,,2.87073578337931,
17.8,,2.87919845729804,
17.95,,2.88759011493429,
18.1,,2.89591193827178,
18.25,,2.9041650800285,
18.4,,2.91235066461494,
18.55,,2.92046978905344,
18.7,,2.92852352386054,
18.85,,2.93651291389402,
19,,2.94443897916644,
19.15,,2.95230271562666,
19.3,,2.96010509591084,
19.45,,2.96784707006446,
19.6,,2.97552956623647,
19.75,,2.98315349134713,
19.9,,2.99071973173045,
20.05,,2.99822915375258,
20.2,,3.00568260440716,
20.35,,3.0130809118886,
20.5,,3.02042488614436,
20.65,,3.02771531940704,
20.8,,3.03495298670727,
20.95,,3.04213864636815,
21.1,,3.04927304048202,
21.25,,3.05635689537043,
21.4,,3.06339092202781,
21.55,,3.07037581654976,
21.7,,3.07731226054641,
21.85,,3.0842009215416,
22,,3.09104245335832,
22.15,,3.09783749649114,
22.3,,3.10458667846607,
22.45,,3.11129061418826,
22.6,,3.11794990627824,
22.75,,3.12456514539696,
22.9,,3.13113691056019,
23.05,,3.13766576944266,
