"x","y","y_below_zero","y_above_zero","past_zero_tick"
0.15,-0.823908740944319,-0.823908740944319,,
0.3,-0.522878745280338,-0.522878745280338,,
0.45,-0.346787486224656,-0.346787486224656,,
0.6,-0.221848749616356,-0.221848749616356,,
0.75,-0.1249387366083,-0.1249387366083,,
0.9,-0.0457574905606751,-0.0457574905606751,,
1.05,0.021189299069938,,0.021189299069938,1
1.2,0.0791812460476248,,0.0791812460476248,
1.35,0.130333768495006,,0.130333768495006,
1.5,0.176091259055681,,0.176091259055681,
1.65,0.217483944213906,,0.217483944213906,
1.8,0.255272505103306,,0.255272505103306,
1.95,0.290034611362518,,0.290034611362518,
2.1,0.322219294733919,,0.322219294733919,
2.25,0.352182518111362,,0.352182518111362,
2.4,0.380211241711606,,0.380211241711606,
2.55,0.406540180433955,,0.406540180433955,
2.7,0.431363764158987,,0.431363764158987,
2.85,0.45484486000851,,0.45484486000851,
3,0.477121254719662,,0.477121254719662,
3.15,0.4983105537896,,0.4983105537896,
3.3,0.518513939877887,,0.518513939877887,
3.45,0.537819095073274,,0.537819095073274,
3.6,0.556302500767287,,0.556302500767287,
3.75,0.574031267727719,,0.574031267727719,
3.9,0.591064607026499,,0.591064607026499,
4.05,0.607455023214668,,0.607455023214668,
4.2,0.6232492903979,,0.6232492903979,
4.35,0.638489256954637,,0.638489256954637,
4.5,0.653212513775344,,0.653212513775344,
4.65,0.667452952889954,,0.667452952889954,
4.8,0.681241237375587,,0.681241237375587,
4.95,0.694605198933569,,0.694605198933569,
5.1,0.707570176097936,,0.707570176097936,
5.25,0.720159303405957,,0.720159303405957,
5.4,0.732393759822969,,0.732393759822969,
5.55,0.744292983122676,,0.744292983122676,
5.7,0.755874855672491,,0.755874855672491,
5.85,0.76715586608218,,0.76715586608218,
6,0.778151250383644,,0.778151250383644,
6.15,0.788875115775417,,0.788875115775417,
6.3,0.799340549453582,,0.799340549453582,
6.45,0.809559714635268,,0.809559714635268,
6.6,0.819543935541869,,0.819543935541869,
6.75,0.829303772831025,,0.829303772831025,
6.9,0.838849090737255,,0.838849090737255,
7.05,0.848189116991399,,0.848189116991399,
7.2,0.857332496431269,,0.857332496431269,
7.35,0.866287339084195,,0.866287339084195,
7.5,0.8750612633917,,0.8750612633917,
7.65,0.883661435153618,,0.883661435153618,
7.8,0.89209460269048,,0.89209460269048,
7.95,0.90036712865647,,0.90036712865647,
8.1,0.90848501887865,,0.90848501887865,
8.25,0.916453948549925,,0.916453948549925,
8.4,0.924279286061882,,0.924279286061882,
8.55,0.931966114728173,,0.931966114728173,
8.7,0.939519252618618,,0.939519252618618,
8.85,0.946943270697825,,0.946943270697825,
9,0.954242509439325,,0.954242509439325,
9.15,0.961421094066448,,0.961421094066448,
9.3,0.968482948553935,,0.968482948553935,
9.45,0.975431808509263,,0.975431808509263,
9.6,0.982271233039568,,0.982271233039568,
9.75,0.989004615698537,,0.989004615698537,
9.9,0.99563519459755,,0.99563519459755,
10.05,1.00216606175651,,1.00216606175651,
10.2,1.00860017176192,,1.00860017176192,
10.35,1.01494034979294,,1.01494034979294,
10.5,1.02118929906994,,1.02118929906994,
10.65,1.02734960777476,,1.02734960777476,
10.8,1.03342375548695,,1.03342375548695,
10.95,1.03941411917614,,1.03941411917614,
11.1,1.04532297878666,,1.04532297878666,
11.25,1.05115252244738,,1.05115252244738,
11.4,1.05690485133647,,1.05690485133647,
11.55,1.06258198422816,,1.06258198422816,
11.7,1.06818586174616,,1.06818586174616,
11.85,1.07371835034612,,1.07371835034612,
12,1.07918124604762,,1.07918124604762,
12.15,1.08457627793433,,1.08457627793433,
12.3,1.0899051114394,,1.0899051114394,
12.45,1.09516935143176,,1.09516935143176,
12.6,1.10037054511756,,1.10037054511756,
12.75,1.10551018476997,,1.10551018476997,
12.9,1.11058971029925,,1.11058971029925,
13.05,1.1156105116743,,1.1156105116743,
13.2,1.12057393120585,,1.12057393120585,
13.35,1.12548126570059,,1.12548126570059,
13.5,1.13033376849501,,1.13033376849501,
13.65,1.13513265137677,,1.13513265137677,
13.8,1.13987908640124,,1.13987908640124,
